"Timestamp","Platform","Pizzas [1]","Pizzas [2]","Pizzas [3]","Extra Topping","Preparation Time (Minutes)"
"2023/12/12 8:22:26 pm EET","Uber","Champ","Lekker'izza","","Riaan M","12"
"2023/12/13 12:53:48 pm EET","Uber","Mish-Mash","","","Talita L","17"
"2023/12/13 1:15:54 pm EET","Window","Margie","","","Garreth's Sis","10"
"2023/12/13 1:23:58 pm EET","Window","Margie","","","Old man","10"
"2023/12/13 1:44:41 pm EET","","Champ","Champ","","Bayandza G","18"
"2023/12/13 2:07:30 pm EET","Uber","Champ","","","Kerry C","14"
"2023/12/13 2:29:48 pm EET","","Poppa's;Sunshine Margherita","","","Mam","10"
"2023/12/13 2:31:26 pm EET","Window","Poppa's;Sunshine Margherita","","","Mam","10"
"2023/12/13 2:46:56 pm EET","","Margie;Mushroom Cloud","","","","10"
"2023/12/13 3:53:19 pm EET","Window","Pig n Paradise","","","Francois (Pretty is collecting)","10"
"2023/12/13 3:58:05 pm EET","","Sausage Party;Spud","","","Kim M","17"
"2023/12/13 4:17:39 pm EET","Uber","Spud;Poppa's","","","Eric H","15"
"2023/12/13 4:43:02 pm EET","Window","Pig n Paradise;Sausage Party","","","Carlin ","8"
"2023/12/13 4:54:16 pm EET","Uber","Pig n Paradise","","","Graeme W","12"
"2023/12/13 5:01:05 pm EET","Window","Mushroom Cloud","","","Sir","10"
"2023/12/13 5:15:25 pm EET","Uber","Champ","","","Rea L","13"
"2023/12/13 5:35:46 pm EET","Uber","Poppa's","","","Ayabonga N","14"
"2023/12/13 5:50:44 pm EET","Window","Champ;Pig n Paradise;Mish-Mash;Lekker'izza","","","C","15"
"2023/12/13 6:16:33 pm EET","Window","Build Your Own","","","Guys","10"
"2023/12/13 6:17:18 pm EET","Window","Build Your Own","","","Chorizo, Pepperoni & Bacon","10"
"2023/12/13 6:26:22 pm EET","Uber","Champ;Sausage Party;Lekker'izza","","","Kaki J","19"
"2023/12/13 6:27:27 pm EET","Uber","Poppa's","","","Luca G","15"
"2023/12/13 6:28:26 pm EET","Window","Champ;Pig n Paradise","","","Couple","10"
"2023/12/13 6:32:47 pm EET","Uber","Margie","","","Saurabh A","16"
"2023/12/13 6:34:09 pm EET","Window","Margie","Margie","","2 x Lemon, 1 x creme","15"
"2023/12/13 6:37:51 pm EET","Mr Delivery","Margie;Pig n Paradise","","","Add parmesan on Margie","16"
"2023/12/13 6:47:32 pm EET","Uber","Mushroom Cloud","Pig n Paradise","","Viljoen M","15"
"2023/12/13 7:01:50 pm EET","Window","Margie;Champ;Pig n Paradise;Owen;Lekker'izza","Margie;Champ;Pig n Paradise;Mish-Mash;Lekker'izza","Pig n Paradise;Sunshine Margherita","Crossfit","30"
"2023/12/13 7:35:52 pm EET","Mr Delivery","Mushroom Cloud","Margie","Lekker'izza","MrD (fresh mozz on margie)","15"
"2023/12/13 8:16:33 pm EET","Uber","Champ","","","Bradley m.","10"
"2023/12/13 8:23:53 pm EET","Window","Margie","Poppa's","","Sir","10 "
"2023/12/13 8:24:57 pm EET","Window","Margie","Margie","","Pineapple on 1x Margie","5"
"2023/12/13 8:25:56 pm EET","Staff","Owen","","","Shirley (add anchovies & olives)","7"
"2023/12/14 11:37:17 am EET","Window","Margie","","","Mushroom","28"
"2023/12/14 11:55:14 am EET","Window","Vegan Harvest;Mish-Mash","","","Mam & kid","10"
"2023/12/14 12:10:47 pm EET","Uber","Margie;Lekker'izza","","","Laura S","15"
"2023/12/14 12:50:56 pm EET","Uber","Spud","","","Archana S","16"
"2023/12/14 2:11:23 pm EET","Window","Margie;Champ;Mushroom Cloud","","","Gio (pineapple on Champ)","15"
"2023/12/14 2:53:02 pm EET","Uber","Zesty Zucchini","","","Drikus D","16"
"2023/12/14 3:45:52 pm EET","Uber","Champ;Mish-Mash;Sausage Party","Champ","","Rolanda m.","10"
"2023/12/14 4:08:43 pm EET","Window","Vegan Harvest","","","Add caramilised","10"
"2023/12/14 4:58:54 pm EET","Uber","Margie;Champ;Pig n Paradise;Lekker'izza","","","Damein.O","15"
"2023/12/14 5:09:31 pm EET","Uber","Margie","","","Melissa V","16"
"2023/12/14 5:17:17 pm EET","Window","Champ;Spud","","","Mam","10"
"2023/12/14 5:27:11 pm EET","Mr Delivery","Build Your Own;Lekker'izza","","","Parmesan,fig, parma,blue cheese.(lekker) Fresh mozzarelle.","16"
"2023/12/14 5:27:38 pm EET","Uber","Margie","","","Preetika.A","15"
"2023/12/14 5:28:38 pm EET","Uber","Sausage Party;Poppa's","","","Erika.N","17"
"2023/12/14 5:30:29 pm EET","Window","Mish-Mash","","","Kerry","10"
"2023/12/14 5:48:33 pm EET","Uber","Lekker'izza","","","Bradley.W","15"
"2023/12/14 5:49:47 pm EET","Uber","Champ;Pig n Paradise","","","Kyle.L","16"
"2023/12/14 5:56:21 pm EET","Mr Delivery","Lekker'izza","","","Mr D","14"
"2023/12/14 5:59:56 pm EET","Uber","Pig n Paradise","Pig n Paradise","","Dylan V","15"
"2023/12/14 6:11:08 pm EET","Uber","Champ;Mish-Mash","","","Natalie.S","10"
"2023/12/14 6:13:09 pm EET","Uber","Pig n Paradise;Lekker'izza","","","Lethabo R","12"
"2023/12/14 6:18:33 pm EET","Window","Margie;Pig n Paradise;Vegan Harvest","","","Sir","12"
"2023/12/14 6:22:03 pm EET","Window","Vegan Harvest;Sausage Party;Spud;Sunshine Margherita","","","Liam","20"
"2023/12/14 6:26:14 pm EET","Uber","Pig n Paradise","","","Liam P","16"
"2023/12/14 6:27:15 pm EET","Window","Champ;Zesty Zucchini","","","Couple","12"
"2023/12/14 6:36:39 pm EET","Uber","Pig n Paradise","","","Byron V","16"
"2023/12/14 6:37:50 pm EET","Uber","Champ","Champ","","Isabelle B","20"
"2023/12/14 6:38:44 pm EET","Uber","Champ","","","Landi. F","13"
"2023/12/14 6:40:30 pm EET","Window","Margie;Pig n Paradise;Mish-Mash","","","Extra Mozzarella(Ladies)","10"
"2023/12/14 6:45:35 pm EET","","Mish-Mash","","","Linden Automotive D","20"
"2023/12/14 6:54:24 pm EET","Uber","Pig n Paradise;Mish-Mash","","","Talita L","18"
"2023/12/14 6:59:31 pm EET","Uber","Champ","","","Nothando D","15"
"2023/12/14 7:01:17 pm EET","Uber","Champ","","","Nothando D (no spring onion)","14"
"2023/12/14 7:03:35 pm EET","Window","Champ;Mushroom Cloud","","","Malore","15"
"2023/12/14 7:06:52 pm EET","Window","Pig n Paradise;Lekker'izza","","","Greg","15"
"2023/12/14 7:13:33 pm EET","Uber","Champ","","","George P (no parmesan)","13"
"2023/12/14 7:16:51 pm EET","Uber","Pig n Paradise;Mushroom Cloud","","","Alex.D","14"
"2023/12/14 7:18:20 pm EET","Uber","Margie;Champ;Pig n Paradise","","","Ben.H","14"
"2023/12/14 7:19:12 pm EET","Uber","Mish-Mash;Lekker'izza","","","Jessica.R","12"
"2023/12/14 7:20:01 pm EET","Uber","Margie;Mushroom Cloud;Poppa's","","","Robyn.M","12"
"2023/12/14 7:21:10 pm EET","Window","","Pig n Paradise","","Dylan","10"
"2023/12/14 7:22:38 pm EET","Uber","Champ;Lekker'izza","Margie","","Gabor.Z","15"
"2023/12/14 7:24:22 pm EET","Mr Delivery","Lekker'izza","","","MrD","21"
"2023/12/14 7:24:46 pm EET","Uber","Margie;Champ","","","Amber C","17"
"2023/12/14 7:35:11 pm EET","Uber","Margie","Margie","","Greg C","11"
"2023/12/14 7:36:57 pm EET","Window","Margie","","","Britney","10"
"2023/12/14 7:48:18 pm EET","Uber","Spud","","","Gabriel, no parmesan or chilli oil","13"
"2023/12/14 7:49:44 pm EET","Uber","Pig n Paradise;Lekker'izza","","","Connor.M","14"
"2023/12/14 7:50:55 pm EET","Uber","Poppa's","","","Craig.W","14"
"2023/12/14 7:54:04 pm EET","Window","Pig n Paradise","Pig n Paradise","","Dylan ","2"
"2023/12/14 7:56:59 pm EET","Mr Delivery","Pig n Paradise;Build Your Own","","","Add olives, pepperoni & blue cheese","22"
"2023/12/14 8:26:46 pm EET","Window","Pig n Paradise","Pig n Paradise","","Extra cheese elry","8"
"2023/12/14 8:27:48 pm EET","Mr Delivery","Margie","Margie","","Add mushroom","8"
"2023/12/14 8:31:12 pm EET","","Mushroom Cloud;Sunshine Margherita","","","Benny T","13"
"2023/12/14 8:32:48 pm EET","Uber","Mushroom Cloud;Sunshine Margherita","","","Benny T","13"
"2023/12/15 12:13:58 pm EET","Window","Vegan Harvest","","","Emmarie","10"
"2023/12/15 12:23:51 pm EET","Uber","Pig n Paradise","","","Ongeziwe Z","9"
"2023/12/15 1:24:22 pm EET","Window","Margie","Margie","","Kerry","10"
"2023/12/15 1:30:14 pm EET","Window","","","","2x Fig Sandwich, 3x Cheese, 4x Drinks","10"
"2023/12/15 1:32:30 pm EET","Window","Pig n Paradise;Mish-Mash","","","Darren","15"
"2023/12/15 1:36:09 pm EET","Uber","Pig n Paradise;Mish-Mash","","","Theo L","13"
"2023/12/15 2:02:20 pm EET","Window","Sunshine Margherita","Sunshine Margherita","","2x drinks (guy)","10"
"2023/12/15 3:39:20 pm EET","Window","Vegan Harvest","","","Half Mushroom cloud","10"
"2023/12/15 3:54:02 pm EET","Uber","Margie;Pig n Paradise;Mish-Mash;Lekker'izza","","","Mariska E","15"
"2023/12/15 4:48:11 pm EET","Uber","Pig n Paradise","Pig n Paradise","","Leanny K","18"
"2023/12/15 5:01:37 pm EET","Uber","Champ","","","Matthew S","15"
"2023/12/15 5:05:38 pm EET","Window","Champ;Mushroom Cloud","","","Mr Jase","15"
"2023/12/15 5:30:21 pm EET","Window","Champ","","","Kim","10"
"2023/12/15 5:31:36 pm EET","","Mish-Mash;Build Your Own","","","Add anchovies, olives, mushroom","13"
"2023/12/15 5:33:08 pm EET","Mr Delivery","Mish-Mash;Build Your Own","","","Add anchovies, olives, mushroom","12"
"2023/12/15 5:39:35 pm EET","Uber","Margie;Sausage Party","","","Phathu N","18"
"2023/12/15 5:55:02 pm EET","Uber","Pig n Paradise;Mish-Mash;Lekker'izza","","Champ","Daniel.M","23"
"2023/12/15 5:56:06 pm EET","Uber","Margie;Sausage Party","","","Phathu N","2"
"2023/12/15 5:57:07 pm EET","Uber","Sunshine Margherita","","","Andrew P","16"
"2023/12/15 5:59:23 pm EET","Uber","Pig n Paradise;Mish-Mash","","","Hendrick S","19"
"2023/12/15 6:00:36 pm EET","Uber","Champ","Pig n Paradise","","Micheal P","21"
"2023/12/15 6:01:47 pm EET","Window","Vegan Harvest","","","Lady ","10"
"2023/12/15 6:11:36 pm EET","Window","Pig n Paradise","","","Kopano","10"
"2023/12/15 6:21:11 pm EET","Uber","Champ;Pig n Paradise;Lekker'izza","","","Duncan M","22"
"2023/12/15 6:41:56 pm EET","Uber","Champ","","","Ongeziwe Z","18"
"2023/12/15 6:43:58 pm EET","Window","Margie;Champ;Sausage Party;Zesty Zucchini;Lekker'izza;Sunshine Margherita","Sausage Party","","Georgie","15"
"2023/12/15 7:00:46 pm EET","Window","Mushroom Cloud;Lekker'izza","","","Sir","10"
"2023/12/15 7:05:32 pm EET","Uber","Margie","","","Barak P","13"
"2023/12/15 7:38:59 pm EET","Uber","Mushroom Cloud","","","Azra","12"
"2023/12/15 7:42:58 pm EET","Uber","Pig n Paradise","Pig n Paradise","","Celeste","16"
"2023/12/15 7:51:06 pm EET","Uber","Mushroom Cloud","","","Azra R","8"
"2023/12/15 7:51:54 pm EET","Uber","Margie;Pig n Paradise","","","Amy B","10"
"2023/12/15 7:52:40 pm EET","Uber","Margie","Margie","","Nic R","13"
"2023/12/15 7:54:17 pm EET","Uber","Margie;Pig n Paradise","","","Karen B","14"
"2023/12/15 8:05:17 pm EET","Window","Pig n Paradise","","","Mam Jane","1"
"2023/12/15 8:32:34 pm EET","Uber","Champ;Pig n Paradise;Mish-Mash;Lekker'izza","Champ","Champ","Daniel M","1"
"2023/12/15 8:45:45 pm EET","Wastage","Build Your Own","","","Anchovies & olives","1"
"2023/12/16 12:15:01 pm EET","Uber","Poppa's;Lekker'izza","","","Georgia M","17"
"2023/12/16 1:24:40 pm EET","Window","Pig n Paradise;Zesty Zucchini","","","Gents","10"
"2023/12/16 1:43:02 pm EET","Uber","Margie;Mish-Mash","","","Cat P","24"
"2023/12/16 2:10:56 pm EET","Mr Delivery","Build Your Own;Sunshine Margherita","","","Add pepperoni (BYO)","15"
"2023/12/16 2:29:12 pm EET","Uber","Pig n Paradise;Spud","Spud","Spud","Duncan P","18"
"2023/12/16 2:41:36 pm EET","Uber","Champ","","","Jonathan W","20"
"2023/12/16 3:55:28 pm EET","Uber","Margie;Pig n Paradise","","","Jaen K","15"
"2023/12/16 4:48:44 pm EET","Uber","Mushroom Cloud","","","Tshepiso M","15"
"2023/12/16 4:51:54 pm EET","Uber","Spud;Sunshine Margherita","","","Jean D","23"
"2023/12/16 4:58:19 pm EET","","Margie","","","Add fresh moz, 1x Coke","14"
"2023/12/16 5:02:24 pm EET","Window","Pig n Paradise","","","Sharon ","10"
"2023/12/16 5:06:06 pm EET","Uber","Margie;Champ","","","Katherine S","24"
"2023/12/16 5:17:15 pm EET","Uber","Margie;Champ;Pig n Paradise;Mushroom Cloud","","","Cara D","23"
"2023/12/16 5:59:47 pm EET","Uber","Mushroom Cloud","","","Deborah M","13"
"2023/12/16 6:11:31 pm EET","Uber","Champ;Pig n Paradise","","","Estee (No spring onion)","23"
"2023/12/16 6:16:43 pm EET","Uber","Margie","","","Elie I","15"
"2023/12/16 6:19:14 pm EET","Uber","Mushroom Cloud;Spud","","","Suzanne O","24"
"2023/12/16 6:21:05 pm EET","Window","Mish-Mash","","","Richard ","10"
"2023/12/16 6:21:32 pm EET","Uber","Margie","","","Veron P","22"
"2023/12/16 6:23:01 pm EET","Staff","Build Your Own","","","Add bacon, pineaple, chorizo (,Jason)","20"
"2023/12/16 6:27:10 pm EET","Window","Margie","","","Gaara","15"
"2023/12/16 6:27:40 pm EET","Uber","Margie;Champ;Pig n Paradise","","","Izelle M","23"
"2023/12/16 6:33:33 pm EET","Uber","Lekker'izza","","","Julian H","23"
"2023/12/16 6:36:32 pm EET","Window","Lekker'izza","","","Guy","10"
"2023/12/16 6:42:38 pm EET","Mr Delivery","Margie;Mushroom Cloud","Margie","","1xmargie, mush 1xmargie, parmesan & cara onion","27"
"2023/12/16 6:59:31 pm EET","Mr Delivery","Mushroom Cloud","","","MrD","16"
"2023/12/16 7:13:20 pm EET","Uber","Margie","","","Pierre D","15"
"2023/12/16 7:15:52 pm EET","Uber","Margie;Mushroom Cloud","","","Kristia V","17"
"2023/12/16 7:17:37 pm EET","Uber","Champ","","","Mawela M","16"
"2023/12/16 7:19:45 pm EET","Uber","Pig n Paradise;Mish-Mash","","","Candice S","18"
"2023/12/16 7:28:24 pm EET","Uber","Champ;Lekker'izza;Sunshine Margherita","","","Qondile D","18"
"2023/12/16 7:31:52 pm EET","Uber","Champ;Mish-Mash;Lekker'izza","","","Jade K","19"
"2023/12/16 7:41:30 pm EET","","Pig n Paradise;Spud","","","Micaela","23"
"2023/12/16 7:47:38 pm EET","Uber","Mish-Mash","","","Michelle","19"
"2023/12/16 7:52:06 pm EET","Uber","Margie;Lekker'izza","","","Leo.j","10"
"2023/12/16 7:59:32 pm EET","Uber","Champ","","","Simon B","10"
"2023/12/16 8:07:03 pm EET","Mr Delivery","Mushroom Cloud;Zesty Zucchini","","","2x coke zero","14"
"2023/12/16 8:11:22 pm EET","Uber","Pig n Paradise","","","Alina K","12"
"2023/12/16 8:12:31 pm EET","Mr Delivery","Champ;Pig n Paradise","","","1x Coke","10"
"2023/12/16 8:22:07 pm EET","Uber","Pig n Paradise","","","Pierre D","9"
"2023/12/16 8:27:22 pm EET","Uber","Margie;Mushroom Cloud","","","Robin K","10"
"2023/12/16 8:52:25 pm EET","Wastage","Pig n Paradise;Mish-Mash;Spud","Spud","","1x spud wasted, other three were extra made","1"
"2023/12/17 11:48:44 am EET","Window","Mish-Mash;Lekker'izza","","","Ladies","10"
"2023/12/17 12:26:57 pm EET","Mr Delivery","Margie;Champ;Pig n Paradise","Champ","","MrD","15"
"2023/12/17 12:47:21 pm EET","Uber","Margie","","","Michelle B","16"
"2023/12/17 1:14:36 pm EET","Uber","Vegan Harvest","Vegan Harvest","","Trevor B","15"
"2023/12/17 1:53:21 pm EET","Window","Vegan Harvest;Mushroom Cloud","","","Natalie","15"
"2023/12/17 2:12:45 pm EET","Mr Delivery","Pig n Paradise","","","MrD","10"
"2023/12/17 2:16:45 pm EET","Uber","Margie","","","Shantina P","13"
"2023/12/17 2:17:22 pm EET","Uber","Spud","","","Kamo M","14"
"2023/12/17 2:34:57 pm EET","Uber","Margie;Mushroom Cloud","","","Sunil K","12"
"2023/12/17 2:53:08 pm EET","Uber","Champ","","","Sue D","15"
"2023/12/17 3:22:11 pm EET","Uber","Margie","","","Natasha A","10"
"2023/12/17 3:44:52 pm EET","Uber","Margie;Spud","","","Wayne s.","10"
"2023/12/17 3:48:01 pm EET","Window","Champ","Champ","Champ","Lady","15"
"2023/12/17 3:48:23 pm EET","Window","Champ","","","Lady","15"
"2023/12/17 3:57:38 pm EET","Uber","Champ;Zesty Zucchini","","","Drikus D","13"
"2023/12/17 4:05:06 pm EET","Uber","Margie;Mish-Mash","","","Kayleigh R","12"
"2023/12/17 4:27:43 pm EET","Uber","Champ","Champ","","Jackie V","24"
"2023/12/17 4:41:16 pm EET","Uber","Champ","Champ","","Rudi B","24"
"2023/12/17 5:06:01 pm EET","Uber","Champ;Sausage Party","Champ;Sausage Party","","Vashna N","17"
"2023/12/17 5:06:49 pm EET","Uber","Champ","Champ","","Garth B","14"
"2023/12/17 5:13:20 pm EET","Uber","Champ","Champ","","Nico J","24"
"2023/12/17 5:15:01 pm EET","Uber","Champ","Champ","","Hans D","24"
"2023/12/17 5:15:45 pm EET","Uber","Champ","Champ","","Shane M","24"
"2023/12/17 5:18:05 pm EET","Uber","Champ","Champ","","Brandon W","24"
"2023/12/17 5:41:59 pm EET","Uber","Margie","","","Athi ","10"
"2023/12/17 5:58:13 pm EET","Window","Champ;Spud;Lekker'izza","Spud","","Sir","15"
"2023/12/17 6:00:20 pm EET","Window","Champ;Mushroom Cloud","Mushroom Cloud","","Mam","15"
"2023/12/17 6:21:55 pm EET","Window","Build Your Own","","","Chorizo, pepperoni, butternut","10"
"2023/12/17 6:24:04 pm EET","Window","Build Your Own","","","Pepperoni, chorizo, bacon","5"
"2024/01/04 1:52:49 pm EET","Window","","","","4x Base Sauce","4"
"2024/01/04 1:53:32 pm EET","Window","Champ;Spud","","","Kids","10"
"2024/01/04 2:38:45 pm EET","Window","Build Your Own","","","Pepperoni, bacon, chorizo","10"
"2024/01/04 3:01:04 pm EET","Uber","Champ","","","Adriaan C","9"
"2024/01/04 3:12:02 pm EET","Uber","Champ","","","Sybrand H","8"
"2024/01/04 3:39:44 pm EET","Uber","Vegan Harvest","","","Onyeka (chilli oil)","8"
"2024/01/04 3:51:07 pm EET","Uber","Champ","","","Zamokuhle","9"
"2024/01/04 3:51:44 pm EET","Uber","Champ","","","Usama S","6"
"2024/01/04 4:02:41 pm EET","Uber","Margie","","","Meghana P","9"
"2024/01/04 4:08:38 pm EET","Uber","Margie","Champ","","Mike C","9"
"2024/01/04 4:55:48 pm EET","Uber","Margie;Champ","","","Ryan F.","10"
"2024/01/04 5:10:39 pm EET","Mr Delivery","Margie","Mish-Mash","Lekker'izza","MrD","16"
"2024/01/04 5:33:09 pm EET","Uber","Champ;Mushroom Cloud","","","Alex C","9"
"2024/01/04 5:54:28 pm EET","Window","Margie;Vegan Harvest;Poppa's","","","Lady","10"
"2024/01/04 5:56:11 pm EET","Window","Pig n Paradise;Mushroom Cloud;Spud","","","Janes","15"
"2024/01/04 5:58:34 pm EET","Uber","Champ;Pig n Paradise","Pig n Paradise","","Liza M","12"
"2024/01/04 6:02:08 pm EET","Uber","Champ;Lekker'izza","Margie;Pig n Paradise","Spud","Andre K","8"
"2024/01/04 6:07:40 pm EET","Window","Mish-Mash","","","Darren","12"
"2024/01/04 6:46:51 pm EET","Window","Margie","Margie","","Lady","10"
"2024/01/04 7:15:03 pm EET","Wastage","Champ","Champ","Mushroom Cloud","Wastage","1"
"2024/01/04 7:29:28 pm EET","Window","Vegan Harvest","","","Lady","20"
"2024/01/04 7:30:26 pm EET","Window","Margie","","","Man","10"
"2024/01/05 12:16:27 pm EET","Uber","Pig n Paradise","","","Leanny K","4"
"2024/01/05 12:32:21 pm EET","Uber","Margie;Champ","","","Aniesha. A","4"
"2024/01/05 12:45:11 pm EET","Window","Lekker'izza","","","Sweet lady","10"
"2024/01/05 12:51:55 pm EET","Uber","Zesty Zucchini","","","Ilona D","5"
"2024/01/05 1:53:03 pm EET","Uber","Margie","","","Elise A","4"
"2024/01/05 2:01:32 pm EET","Window","Vegan Harvest","","","Normal mozarella","10"
"2024/01/05 2:25:16 pm EET","Uber","Champ","","","Evan J","7"
"2024/01/05 3:17:54 pm EET","Window","Sunshine Margherita","","","Mam","10"
"2024/01/05 3:54:39 pm EET","Uber","Margie;Mish-Mash","","","Jenny B","12"
"2024/01/05 3:58:19 pm EET","Mr Delivery","Lekker'izza","","","Mr D","14"
"2024/01/05 4:10:40 pm EET","","Champ","","","Lethabo S","11"
"2024/01/05 4:12:42 pm EET","Uber","Champ","","","Lethabo S","9"
"2024/01/05 4:15:43 pm EET","Uber","Mushroom Cloud;Sunshine Margherita","","","Rory G","13"
"2024/01/05 4:19:57 pm EET","Window","Champ;Mushroom Cloud","","","Jason","15"
"2024/01/05 4:36:10 pm EET","Uber","Mish-Mash","","","Paula Z","10"
"2024/01/05 4:37:58 pm EET","Uber","Pig n Paradise;Vegan Harvest","","","Morne N","12"
"2024/01/05 4:52:01 pm EET","Window","Margie;Mish-Mash;Lekker'izza","","","Leeroy","15"
"2024/01/05 4:53:05 pm EET","Uber","Lekker'izza","","","Kea P","11"
"2024/01/05 5:09:36 pm EET","Uber","Champ;Mish-Mash","","","Odetta A","12"
"2024/01/05 5:10:22 pm EET","Window","Margie","","","Andrew P","10"
"2024/01/05 5:16:43 pm EET","Window","Lekker'izza","","","Kim","15"
"2024/01/05 5:17:56 pm EET","Uber","Champ;Pig n Paradise","","","Gregory V","14"
"2024/01/05 5:30:25 pm EET","Uber","Champ","","","Dan V","7"
"2024/01/05 5:42:57 pm EET","Uber","Margie;Mushroom Cloud","","","John M","13"
"2024/01/05 5:51:36 pm EET","Uber","Pig n Paradise;Mish-Mash","","","Margaux M","15"
"2024/01/05 6:12:36 pm EET","Window","Mish-Mash;Mushroom Cloud;Lekker'izza;Sunshine Margherita","","","Couple","12"
"2024/01/05 6:19:03 pm EET","Uber","Mish-Mash;Lekker'izza","","","Vaughan L","12"
"2024/01/05 6:23:52 pm EET","Uber","Margie","","","Anne P","10"
"2024/01/05 6:26:29 pm EET","Uber","Margie;Champ","","","Pia-Storm K","16"
"2024/01/05 6:38:02 pm EET","Mr Delivery","Margie","","","MrD","15"
"2024/01/05 6:42:30 pm EET","Uber","Margie","Margie","Margie","Sarah C","15"
"2024/01/05 6:45:42 pm EET","Uber","Margie;Champ","Margie;Champ","","Rebecca B","10"
"2024/01/05 6:49:15 pm EET","Uber","Mushroom Cloud;Zesty Zucchini","","","Shamik S","14"
"2024/01/05 6:53:56 pm EET","Uber","Margie;Pig n Paradise","","","Izelle M","14"
"2024/01/05 7:01:28 pm EET","Uber","Margie","","","Samantha R","12"
"2024/01/05 7:11:16 pm EET","Uber","Champ","","","Kevin F","10"
"2024/01/05 7:20:55 pm EET","Mr Delivery","Mushroom Cloud","Lekker'izza","Spud","MrD","16"
"2024/01/05 7:36:46 pm EET","Window","Pig n Paradise;Lekker'izza","","","Boy","10"
"2024/01/05 7:39:24 pm EET","Uber","Pig n Paradise","","","David P ","10"
"2024/01/05 8:01:30 pm EET","Uber","Champ;Mish-Mash;Mushroom Cloud","","","Kiara G","14"
"2024/01/05 8:10:39 pm EET","","Champ","Mish-Mash","Mushroom Cloud","Gabor Z","10"
"2024/01/05 8:11:39 pm EET","Uber","Pig n Paradise","Champ","","Ross C","12"
"2024/01/05 8:14:18 pm EET","Uber","Lekker'izza","","","Refilwe N","14"
"2024/01/05 8:15:37 pm EET","Uber","Margie","Margie","","Mark L (add pepperdews)","14"
"2024/01/05 8:16:13 pm EET","Uber","Margie","Margie","","Zain S","14"
"2024/01/05 8:17:51 pm EET","Uber","Pig n Paradise;Sunshine Margherita","Pig n Paradise","","Richard M (pine on sun margie)","16"
"2024/01/05 8:32:08 pm EET","Staff","Champ","Mish-Mash","","Garreth ryan","1"
"2024/01/05 8:40:07 pm EET","Wastage","Margie","Mushroom Cloud","Mish-Mash","Wastage","1"
"2024/01/06 11:43:38 am EET","Window","Margie","","","My kid","10"
"2024/01/06 11:49:07 am EET","Window","Vegan Harvest;Lekker'izza","","","Couple","10"
"2024/01/06 12:08:25 pm EET","Uber","Champ","","","Stacy P","12"
"2024/01/06 12:15:50 pm EET","Window","Sunshine Margherita","","","Couple","10"
"2024/01/06 12:26:30 pm EET","Window","Pig n Paradise","","","Jeanny","10"
"2024/01/06 12:27:07 pm EET","Window","Lekker'izza","","","Jane Parker","10"
"2024/01/06 12:43:17 pm EET","Window","Vegan Harvest","","","Add anchovies","10"
"2024/01/06 12:51:17 pm EET","Window","Lekker'izza","","","Jane Parker (promotional)","3"
"2024/01/06 1:12:36 pm EET","Window","Mushroom Cloud","","","Guy","10"
"2024/01/06 1:25:19 pm EET","Window","Margie;Pig n Paradise;Lekker'izza","","","Da3","10"
"2024/01/06 2:05:50 pm EET","","Margie","Mushroom Cloud","Sunshine Margherita","Kim Leigh","15"
"2024/01/06 2:07:46 pm EET","Window","Sunshine Margherita","","","Couple","10"
"2024/01/06 2:19:45 pm EET","Window","Mish-Mash","","","Rob B","14"
"2024/01/06 2:21:01 pm EET","Uber","Mish-Mash","","","Rob B","14"
"2024/01/06 2:37:04 pm EET","Uber","Margie","","","Zahra S","14"
"2024/01/06 2:41:11 pm EET","Uber","Pig n Paradise","","","Cobus B","15"
"2024/01/06 2:56:37 pm EET","Mr Delivery","Lekker'izza","","","MrD","14"
"2024/01/06 2:57:29 pm EET","Window","Champ","","","Vanita (no spring)","15"
"2024/01/06 3:08:06 pm EET","Window","Mushroom Cloud","","","Mam","10"
"2024/01/06 3:59:58 pm EET","Uber","Margie","Champ","","Thembi M","14"
"2024/01/06 4:02:59 pm EET","Window","Margie;Spud;Sunshine Margherita","","","Sean","15"
"2024/01/06 4:32:59 pm EET","Uber","Margie","Margie","","Alon H","15"
"2024/01/06 4:38:21 pm EET","Mr Delivery","Mish-Mash","","","MrD","15"
"2024/01/06 4:50:34 pm EET","Uber","Champ;Mish-Mash","","","Caroline T","18"
"2024/01/06 5:12:55 pm EET","Window","Margie","Margie","Mushroom Cloud","Sir","15"
"2024/01/06 5:16:55 pm EET","Uber","Margie","Mish-Mash","","Petros m","12"
"2024/01/06 5:36:07 pm EET","Window","Margie","Champ","Poppa's","Lady (Margie with Bacon)",""
"2024/01/06 5:40:55 pm EET","Uber","Pig n Paradise;Mish-Mash","","","Jaco K","16"
"2024/01/06 5:41:27 pm EET","Uber","Margie;Spud","","","Lisa R","16"
"2024/01/06 5:48:37 pm EET","Uber","Margie;Lekker'izza","","","Anna S","18"
"2024/01/06 5:53:57 pm EET","Window","Pig n Paradise","Pig n Paradise","Pig n Paradise","Francois","15"
"2024/01/06 6:01:25 pm EET","Window","Spud","","","Guy","10"
"2024/01/06 6:03:31 pm EET","Window","Poppa's;Sunshine Margherita","","","Jessi","15"
"2024/01/06 6:05:32 pm EET","Uber","Margie;Mushroom Cloud","","","Nina S","14"
