"Timestamp","Platform","Pizzas [1]","Pizzas [2]","Pizzas [3]","Extra Topping","Preparation Time (Minutes)"
"2024/01/06 6:06:14 pm EET","Uber","Mish-Mash;Lekker'izza","","","Anesca D","16"
"2024/01/06 6:14:12 pm EET","Window","Margie;Mushroom Cloud","","","Fransis","20"
"2024/01/06 6:23:36 pm EET","Uber","Margie","","","Giulia C","12"
"2024/01/06 6:29:52 pm EET","Window","Champ;Pig n Paradise","","","Suzan ","15"
"2024/01/06 6:32:47 pm EET","Mr Delivery","Margie;Champ;Mish-Mash","","","MrD","19"
"2024/01/06 6:53:28 pm EET","Window","Vegan Harvest","","","Half Vegan, half Spud","10"
"2024/01/06 7:05:33 pm EET","Wastage ","Margie","Pig n Paradise","","1 Build your own","1"
"2024/01/06 7:18:36 pm EET","Uber","Champ","","","Jessica H","14"
"2024/01/06 7:21:13 pm EET","Window","Spud;Sunshine Margherita","","","Couple","10"
"2024/01/06 7:23:55 pm EET","Window","Lekker'izza","","","David","15"
"2024/01/06 7:25:49 pm EET","Window","Vegan Harvest;Sausage Party","","","Sean","20"
"2024/01/06 7:28:04 pm EET","Window","Champ;Mushroom Cloud","","","Kidd","20"
"2024/01/06 8:05:52 pm EET","Uber","Margie","","","Ledile M","14"
"2024/01/06 8:08:36 pm EET","Uber","Champ","","","Marco V","12"
"2024/01/06 8:11:38 pm EET","Uber","Pig n Paradise","Poppa's","Champ","Enid L","15"
"2024/01/06 8:23:42 pm EET","Uber","Champ","","","Gautam","12"
"2024/01/07 12:15:55 pm EET","Mr Delivery","Poppa's","","","Add goat cheese","10"
"2024/01/07 12:20:04 pm EET","Uber","Pig n Paradise","Pig n Paradise","","Stewart P","20"
"2024/01/07 12:24:21 pm EET","Window","Spud","","","Sir","10"
"2024/01/07 12:29:31 pm EET","Uber","Champ;Mushroom Cloud","","","Kagiso K","20"
"2024/01/07 12:33:35 pm EET","Window","Margie;Mish-Mash","","","Uref","15"
"2024/01/07 12:53:30 pm EET","Uber","Champ","","","Lady M","10"
"2024/01/07 1:05:57 pm EET","Window","Pig n Paradise;Lekker'izza","","","Matthew","10"
"2024/01/07 1:15:03 pm EET","Window","Margie;Pig n Paradise;Mushroom Cloud","Pig n Paradise","","David","15"
"2024/01/07 1:19:01 pm EET","Uber","Spud","Spud","","Darren T","13"
"2024/01/07 2:20:14 pm EET","Uber","Champ;Lekker'izza","","","Maggie P","15"
"2024/01/07 2:35:51 pm EET","Uber","Spud","","","Lisa R","8"
"2024/01/07 3:31:07 pm EET","Uber","Zesty Zucchini;Spud","","","Kim M","15"
"2024/01/07 3:56:28 pm EET","Uber","Lekker'izza","","","Dolly M","8"
"2024/01/07 4:08:53 pm EET","Uber","Vegan Harvest","","","Andrew P","13"
"2024/01/07 4:16:34 pm EET","Window","Champ","Champ","Champ","2 champ","15"
"2024/01/07 4:37:08 pm EET","Uber","Champ","","","Sheldon P","9"
"2024/01/07 4:55:28 pm EET","Uber","Mushroom Cloud","","","Kevin R","5"
"2024/01/07 5:05:18 pm EET","Wastage","Mish-Mash","","","Wastage","1"
"2024/01/07 5:41:59 pm EET","Window","Margie;Pig n Paradise;Sausage Party","Margie","","Sir","10"
"2024/01/07 6:40:36 pm EET","Window","Margie","Margie","","Teddy","20"
"2024/01/07 6:41:13 pm EET","Window","Champ;Mish-Mash;Sausage Party","","","Richard","15"
"2024/01/07 6:42:34 pm EET","Uber","Mish-Mash;Lekker'izza","","","Phil T","17"
"2024/01/07 6:44:40 pm EET","Window","Champ","","","No sauce","4"
"2024/01/07 6:45:19 pm EET","Window","Champ","Champ","","1x champ, no onion","5"
"2024/01/07 6:45:58 pm EET","Window","Mish-Mash","","","","3"
"2024/01/07 6:46:30 pm EET","Mr Delivery","Pig n Paradise","","","MrD","2"
"2024/01/07 6:47:46 pm EET","Uber","Spud;Sunshine Margherita","","","Dylan V","1"
"2024/01/07 6:50:02 pm EET","Uber","Mish-Mash;Lekker'izza","","","Phil T","10"
"2024/01/07 6:52:03 pm EET","Window","Lekker'izza","","","Couple","1"
"2024/01/07 6:52:53 pm EET","Uber","Lekker'izza","","","Robert H","16"
"2024/01/07 6:54:53 pm EET","Window","Mish-Mash","","","Couple","1"
"2024/01/07 7:05:02 pm EET","Uber","Mushroom Cloud","","","Jason S","12"
"2024/01/07 7:16:50 pm EET","Uber","Champ;Pig n Paradise","","","Sarah N","17"
"2024/01/07 7:21:30 pm EET","Uber","Champ;Pig n Paradise","","","Pearl M (no spring onion)","16"
"2024/01/07 7:27:17 pm EET","","Pig n Paradise;Sunshine Margherita","","","Tania W","11"
"2024/01/07 7:28:05 pm EET","Uber","Pig n Paradise;Sunshine Margherita","","","Tania W","12"
"2024/01/07 7:41:22 pm EET","Uber","Champ","","","Kai M","9"
"2024/01/07 7:52:46 pm EET","Mr Delivery","Champ","","","MrD","10"
"2024/01/07 8:42:01 pm EET","Wastage","Margie;Champ","","","","1"
"2024/01/09 12:26:53 pm EET","Uber","Pig n Paradise","","","Jean-Paul ","15"
"2024/01/09 1:34:58 pm EET","Window","Champ","","","Sir","10"
"2024/01/09 3:39:21 pm EET","Uber","Champ","","","Kholeka K","6"
"2024/01/09 4:46:11 pm EET","Window","Mish-Mash;Spud","","","Ladies","10"
"2024/01/09 5:06:20 pm EET","Uber","Mushroom Cloud;Lekker'izza","","","Ken L","15"
"2024/01/09 5:20:15 pm EET","Window","Margie","","","Joseph","10"
"2024/01/09 5:33:36 pm EET","Mr Delivery","Pig n Paradise;Mushroom Cloud;Lekker'izza","","","MrD","15"
"2024/01/09 5:37:40 pm EET","Window","Owen","","","Andrew Parker","8"
"2024/01/09 5:52:59 pm EET","Uber","Champ;Poppa's","","","","10"
"2024/01/09 6:30:37 pm EET","Window","Champ","Lekker'izza","","Sir","10"
"2024/01/09 6:35:40 pm EET","Uber","Champ","","","Andrew C","12"
"2024/01/09 6:36:11 pm EET","Uber","Lekker'izza","","","Unathi G","13"
"2024/01/09 6:41:48 pm EET","Uber","Lekker'izza","Mushroom Cloud","Pig n Paradise","Sarah B","16"
"2024/01/09 6:45:08 pm EET","Uber","Mushroom Cloud","Sunshine Margherita","","Gareth G","14"
"2024/01/09 6:47:51 pm EET","Window","Owen","Vegan Harvest","Lekker'izza","Owen With added pepperoni","16"
"2024/01/09 6:56:25 pm EET","Uber","Champ","","","Khotso R","13"
"2024/01/09 6:57:51 pm EET","Uber","Vegan Harvest;Sunshine Margherita","","","Tyler W (olives on half pizza)","14"
"2024/01/09 7:00:33 pm EET","Window","Pig n Paradise","","","Jeanny","15"
"2024/01/09 7:09:32 pm EET","Uber","Lekker'izza","","","Linden Auto D","8"
"2024/01/09 7:18:29 pm EET","Window","Mish-Mash","","","Half champ","10"
"2024/01/09 7:22:55 pm EET","","","Lekker'izza","","Half spud with bacon","14"
"2024/01/09 7:47:31 pm EET","Window","Champ;Lekker'izza","","","Johannes","10"
"2024/01/09 7:51:01 pm EET","Uber","Mish-Mash","","","Khunal R","11"
"2024/01/09 8:00:00 pm EET","Mr Delivery","Pig n Paradise","Mish-Mash","","BYO (olives,bacon,chorizo)","12"
"2024/01/09 8:21:31 pm EET","Uber","Pig n Paradise","","","David P","10"
"2024/01/09 8:22:23 pm EET","Mr Delivery","Pig n Paradise","","","MrD","10"
"2024/01/09 8:30:41 pm EET","Uber","Margie","","","Natasha A","11"
"2024/01/10 12:23:54 pm EET","Window","Vegan Harvest;Poppa's","","","Sir","10"
"2024/01/10 12:24:39 pm EET","Mr Delivery","Champ;Sausage Party","","","MrD","13"
"2024/01/10 12:45:44 pm EET","Uber","Champ;Mushroom Cloud","","","Kahueka H","10"
"2024/01/10 12:56:19 pm EET","Window","Mushroom Cloud","","","Mam","10"
"2024/01/10 12:57:27 pm EET","Uber","Champ;Spud","","","Dexter P","12"
"2024/01/10 1:20:43 pm EET","Window","Zesty Zucchini;Lekker'izza","","","Mam","10"
"2024/01/10 3:08:31 pm EET","Uber","Vegan Harvest","Spud","","Spud extra ancho, no hummus","15"
"2024/01/10 4:44:19 pm EET","Uber","Margie;Sunshine Margherita","","","Casey-Lee T","10"
"2024/01/10 4:56:24 pm EET","","Pig n Paradise","","","MrD","10"
"2024/01/10 5:38:30 pm EET","","Margie;Pig n Paradise;Vegan Harvest","","","Rainer L","14"
"2024/01/10 6:28:50 pm EET","Uber","Mushroom Cloud","","","Catherine N","11"
"2024/01/10 6:37:59 pm EET","Uber","Margie","Spud","","Soraya","10"
"2024/01/10 6:38:55 pm EET","Uber","Margie","Champ","","James A","12"
"2024/01/10 6:39:39 pm EET","Uber","Pig n Paradise","","","Jessica B","13"
"2024/01/10 6:42:07 pm EET","Uber","Margie","","","Lings N","11"
"2024/01/10 6:44:53 pm EET","Uber","Pig n Paradise","Pig n Paradise","Pig n Paradise","Asande M","10"
"2024/01/10 6:49:50 pm EET","Uber","Margie","","","Jade H","15"
"2024/01/10 6:55:17 pm EET","Uber","Margie;Mish-Mash;Sunshine Margherita","","","Mathieu J","19"
"2024/01/10 6:58:25 pm EET","Uber","Lekker'izza","","","Allan S","13"
"2024/01/10 7:02:51 pm EET","Uber","Margie","Mushroom Cloud","","Jessica L","12"
"2024/01/10 7:23:44 pm EET","Uber","Mish-Mash","Spud","","Kim M","12"
"2024/01/10 7:25:01 pm EET","Uber","Margie","Mushroom Cloud","","Callum k (Swap goats cheese for fresh mozz)","12"
"2024/01/10 7:37:14 pm EET","Mr Delivery","Champ","","","1x Coke","7"
"2024/01/10 7:48:13 pm EET","Uber","Champ","","","Lukas T","10"
"2024/01/10 8:19:00 pm EET","Uber","Mish-Mash","Lekker'izza","Vegan Harvest","Extra cheese on lekker","10"
"2024/01/10 8:24:17 pm EET","Uber","Champ;Pig n Paradise","","","Kevin F","12"
"2024/01/10 8:24:51 pm EET","Uber","Pig n Paradise;Lekker'izza","","","Amy B","13"
"2024/01/10 8:28:26 pm EET","Uber","Mish-Mash","","","Sheldon P","14"
"2024/01/10 8:47:39 pm EET","Staff","Lekker'izza","","","Garreth Ryan","1"
"2024/01/10 8:50:38 pm EET","Wastage","Spud","Zesty Zucchini","","Wastage","12"
"2024/01/11 12:39:11 pm EET","Uber","Margie;Pig n Paradise;Mish-Mash","Margie","Margie","Sharne B","16"
"2024/01/11 12:42:11 pm EET","Window","Spud","","","Sir","10"
"2024/01/11 3:24:35 pm EET","Window","Pig n Paradise;Lekker'izza","","","Derrick","10"
"2024/01/11 4:19:57 pm EET","Uber","Pig n Paradise;Poppa's","","","Wayne T","22"
"2024/01/11 4:42:21 pm EET","Window","Zesty Zucchini","","","Andrew Parker","10"
"2024/01/11 5:02:57 pm EET","Uber","Margie","Spud","","Bhavesh N","12"
"2024/01/11 5:20:27 pm EET","Window","Champ;Poppa's","","","Naz","15"
"2024/01/11 5:21:01 pm EET","Window","Margie;Champ;Spud","","","Kiddio","10"
"2024/01/11 6:21:41 pm EET","Uber","Champ;Pig n Paradise","","","Graeme W","15"
"2024/01/11 6:23:33 pm EET","Mr Delivery","Pig n Paradise;Lekker'izza","","","MrD","15"
"2024/01/11 6:26:54 pm EET","Window","Champ","","","Mam","10"
"2024/01/11 6:29:22 pm EET","Uber","Margie;Champ","","","Mark N","24"
"2024/01/11 6:30:26 pm EET","Window","Champ;Pig n Paradise","","","Ladies","10"
"2024/01/11 6:38:23 pm EET","Window","Mushroom Cloud","","","Charmaine","10"
"2024/01/11 6:38:55 pm EET","Uber","Pig n Paradise;Mushroom Cloud","","","Candice S","18"
"2024/01/11 6:43:00 pm EET","Uber","Champ;Lekker'izza","","","Annemie B","18"
"2024/01/11 7:07:56 pm EET","Uber","Champ;Zesty Zucchini","","","Vikash M","15"
"2024/01/11 7:08:37 pm EET","Uber","Champ;Pig n Paradise","","","Andrew C","18"
"2024/01/11 7:30:08 pm EET","Uber","Pig n Paradise","Zesty Zucchini","","Geoff ( no blue cheese)","10"
"2024/01/11 7:31:45 pm EET","Uber","Zesty Zucchini","","","Pierre D","12"
"2024/01/11 7:57:49 pm EET","Uber","Margie;Champ;Pig n Paradise","","","Kathryn c.","10"
"2024/01/11 7:59:14 pm EET","Uber","Margie","Pig n Paradise","Champ","Kathryn C","12"
"2024/01/11 8:02:14 pm EET","Wastage","Mushroom Cloud;Zesty Zucchini","","","Wastage","1"
"2024/01/12 1:14:04 pm EET","Window","Champ","","","Sir (no spring onion)","10"
"2024/01/12 1:14:52 pm EET","Window","Pig n Paradise","","","Mam","10"
"2024/01/12 2:15:31 pm EET","Window","Build Your Own","","","Bacon, pepperoni & chorizo","6"
"2024/01/12 2:34:57 pm EET","Window","Mish-Mash","","","Sir","10"
"2024/01/12 2:49:42 pm EET","Window","Champ","","","Sier","10"
"2024/01/12 2:59:08 pm EET","Window","Spud","","","Mam","10"
"2024/01/12 3:02:59 pm EET","Uber","Pig n Paradise","","","Onako Z","10"
"2024/01/12 3:51:08 pm EET","Uber","Margie","","","Benjamin C","10"
"2024/01/12 4:07:12 pm EET","Uber","Margie","Pig n Paradise","Champ","Melanie V","12"
"2024/01/12 4:30:00 pm EET","Uber","Mish-Mash","","","Maya W","15"
"2024/01/12 4:36:46 pm EET","Uber","Pig n Paradise;Mushroom Cloud;Spud;Lekker'izza;Sunshine Margherita","","","Olives instead of bacon","18"
"2024/01/12 4:44:08 pm EET","Mr Delivery","Champ;Pig n Paradise","","","MrD","16"
"2024/01/12 4:59:51 pm EET","Window","Vegan Harvest","","","My lady","10"
"2024/01/12 5:00:16 pm EET","Window","Margie","Lekker'izza","","Jeanny","12"
"2024/01/12 5:09:38 pm EET","Window","Vegan Harvest;Poppa's","","","Mam ","10"
"2024/01/12 5:15:46 pm EET","Uber","Mish-Mash;Lekker'izza","","","Gina G","15"
"2024/01/12 5:18:59 pm EET","Uber","Margie;Mushroom Cloud","","","Vrushali S","15"
"2024/01/12 5:19:58 pm EET","Uber","Mish-Mash;Lekker'izza","","","Connie D","21"
"2024/01/12 5:20:29 pm EET","Window","Champ;Mushroom Cloud","","","Jason","10"
"2024/01/12 5:20:56 pm EET","Window","Margie","Margie","Margie","Margie x 2","15"
"2024/01/12 5:21:50 pm EET","Uber","Champ","Pig n Paradise","","Stephen T","17"
"2024/01/12 5:23:46 pm EET","Mr Delivery","Mushroom Cloud","","","BYO (olives, pepperoni, bacon, chorizo","19"
"2024/01/12 5:24:17 pm EET","Uber","Champ;Lekker'izza","","","Daniel H","24"
"2024/01/12 5:29:21 pm EET","Window","Margie","Vegan Harvest","Sausage Party","Lady","15"
"2024/01/12 5:35:25 pm EET","Uber","Margie","Margie","","Toke V","24"
"2024/01/12 5:42:03 pm EET","Window","Margie","Margie","Margie","Lady","16"
"2024/01/12 5:44:29 pm EET","Uber","Pig n Paradise","Champ","","Rouane H","16"
"2024/01/12 5:52:08 pm EET","Uber","Margie;Poppa's","","","Andrew V","22"
"2024/01/12 6:01:06 pm EET","Mr Delivery","Pig n Paradise;Build Your Own","","","Caramilised onion, blue cheese, butternut & sage","8"
"2024/01/12 6:02:20 pm EET","Uber","Mushroom Cloud","","","Tshepiso M","24"
"2024/01/12 6:06:05 pm EET","Window","Spud","","","Pepperoni (my lady)","10"
"2024/01/12 6:08:34 pm EET","Uber","Margie;Spud","Poppa's","Champ","Elsa d","16"
"2024/01/12 6:10:20 pm EET","Mr Delivery","Poppa's","Pig n Paradise","","MrD","20"
"2024/01/12 6:10:59 pm EET","Uber","Margie","Champ","","Shaun k","14"
"2024/01/12 6:14:07 pm EET","Uber","Mish-Mash","Pig n Paradise","","Theo L","14"
"2024/01/12 6:16:46 pm EET","Window","Mish-Mash;Mushroom Cloud;Sausage Party;Poppa's","","","Brian (old man)","20"
"2024/01/12 6:18:25 pm EET","Window","Pig n Paradise;Mushroom Cloud","","","Carlie","30"
"2024/01/12 6:21:35 pm EET","Uber","Spud","Spud","","Neels M","24"
"2024/01/12 6:38:43 pm EET","","Mushroom Cloud","Vegan Harvest","Pig n Paradise","Rick","13"
"2024/01/12 6:40:39 pm EET","Uber","Champ","","","Takunda M","24"
"2024/01/12 6:41:14 pm EET","Uber","Champ;Lekker'izza","","","Claudine C","24"
"2024/01/12 6:45:13 pm EET","Uber","Pig n Paradise","Sausage Party","","Stewart P","16"
"2024/01/12 6:46:27 pm EET","Window","Pig n Paradise","Mushroom Cloud","","No chilli oil","18"
"2024/01/12 6:52:34 pm EET","Uber","Margie;Mish-Mash","","","Guy","15"
"2024/01/12 7:08:36 pm EET","Mr Delivery","Margie","","","MrD","13"
"2024/01/12 7:22:30 pm EET","Uber","Margie;Champ;Mish-Mash;Sausage Party;Spud;Lekker'izza","","","Jason V","23"
"2024/01/12 7:30:14 pm EET","Uber","Margie;Pig n Paradise","Margie;Pig n Paradise","","Andrew S","18"
"2024/01/12 7:44:44 pm EET","Window","Margie;Pig n Paradise","Pig n Paradise","","Barnes S D","10"
"2024/01/12 7:52:33 pm EET","Uber","Poppa's","","","Elisa R","15"
"2024/01/12 8:24:27 pm EET","Uber","Margie;Vegan Harvest","","","Pragna K","5"
"2024/01/12 8:33:43 pm EET","Wastage","Margie","Margie","Poppa's","Wastage","1"
"2024/01/13 12:06:00 pm EET","Window","Champ;Owen","","","Kids","10"
"2024/01/13 12:25:02 pm EET","Window","Vegan Harvest;Lekker'izza","","","Guys","10"
"2024/01/13 12:46:55 pm EET","Window","Owen","","","Kiddos","10"
"2024/01/13 1:03:04 pm EET","Window","Margie","","","Ladies","10"
"2024/01/13 1:08:43 pm EET","Uber","Margie","Pig n Paradise","Champ","Shanna H","12"
"2024/01/13 1:11:43 pm EET","Uber","Lekker'izza","","","Eune C","13"
"2024/01/13 1:22:26 pm EET","Uber","Pig n Paradise","","","Rose R","13"
"2024/01/13 2:03:19 pm EET","Uber","Pig n Paradise","","","Viljoen (make it crispy)","10"
"2024/01/13 2:21:17 pm EET","Uber","Spud","","","Dayne S","10"
"2024/01/13 3:04:44 pm EET","Window","Margie;Champ;Lekker'izza","","","Tregan","10"
"2024/01/13 3:05:08 pm EET","Window","Margie;Mish-Mash","","","Couple","10"
"2024/01/13 3:56:11 pm EET","Uber","Lekker'izza","","","Eddy M","7"
"2024/01/13 4:06:25 pm EET","Mr Delivery","Margie;Pig n Paradise;Mish-Mash","Pig n Paradise","","Mushrooms, pepperoni on margie","11"
"2024/01/13 5:55:21 pm EET","Window","Mushroom Cloud","Sunshine Margherita","","Alexa","34"
"2024/01/13 6:12:17 pm EET","Window","Margie","Margie","","Couple","12"
"2024/01/13 6:16:49 pm EET","Window","Vegan Harvest","","","","10"
"2024/01/13 6:19:59 pm EET","Uber","Pig n Paradise","Champ","Mish-Mash","Aloysius","15"
"2024/01/13 6:30:08 pm EET","Mr Delivery","Zesty Zucchini","","","MrD (basil on the side)","18"
"2024/01/13 6:42:52 pm EET","Uber","Champ;Pig n Paradise;Mish-Mash;Poppa's","","","Anne R","20"
"2024/01/13 6:43:49 pm EET","Uber","Margie;Mish-Mash","","","Fernandal I","16"
"2024/01/13 6:49:26 pm EET","Mr Delivery","Margie;Mushroom Cloud","Margie","","1x Margie, add mushroom","19"
"2024/01/13 6:50:11 pm EET","Uber","Pig n Paradise","","","Charlotte H","18"
"2024/01/13 6:56:58 pm EET","Window","Pig n Paradise;Mish-Mash","","","Couple","15"
"2024/01/13 7:06:23 pm EET","Window","Margie;Lekker'izza","","","Sir","15"
"2024/01/13 7:08:18 pm EET","Window","Champ;Mish-Mash","Champ","","Lady O","20"
"2024/01/13 7:08:58 pm EET","Uber","Margie","","","Sheldon ","14"
"2024/01/13 7:15:07 pm EET","Uber","Margie;Champ","Margie","Margie","Toni T","24"
"2024/01/13 7:17:25 pm EET","Window","Pig n Paradise;Spud","","","Carmen","20"
"2024/01/13 7:19:49 pm EET","Mr Delivery","Pig n Paradise","Champ","","MrD","12"
"2024/01/13 7:20:22 pm EET","Uber","Spud","","","Michelle N","15"
"2024/01/13 7:28:37 pm EET","Uber","Vegan Harvest","Vegan Harvest","","Rania H","20"
"2024/01/13 7:32:15 pm EET","Uber","Mushroom Cloud","","","Logan G","5"
"2024/01/13 7:34:58 pm EET","Uber","Margie","Spud","","Amit N (no parmesan","10"
"2024/01/13 7:35:26 pm EET","Mr Delivery","Margie","Champ","Mish-Mash","MrD","14"
"2024/01/13 7:35:51 pm EET","Uber","Champ","","","Keza G","14"
"2024/01/13 7:40:33 pm EET","Mr Delivery","Margie","Pig n Paradise","","MrD","1"
"2024/01/13 8:02:30 pm EET","Window","Champ;Mushroom Cloud;Zesty Zucchini","","","Sir","10"
"2024/01/13 8:26:22 pm EET","Uber","Margie","Mish-Mash","","Marc D","10"
"2024/01/13 8:34:25 pm EET","Wastage","Margie","Margie","","Wastage","1"
"2024/01/14 11:21:09 am EET","Window","Margie;Champ;Pig n Paradise;Mish-Mash;Lekker'izza","Pig n Paradise","Pig n Paradise","Guys","15"
"2024/01/14 12:01:18 pm EET","Window","","","","Foccasia","8"
"2024/01/14 12:14:54 pm EET","Window","Poppa's;Lekker'izza","","","Mam","10"
"2024/01/14 12:39:24 pm EET","Uber","Margie;Spud","","","Shaun K","10"
"2024/01/14 12:45:36 pm EET","Uber","Margie;Champ","","","Lady M","16"
"2024/01/14 12:50:42 pm EET","Uber","Margie;Champ;Spud","","","Tegan B","12"
"2024/01/14 1:05:39 pm EET","Uber","Champ;Spud","","","Salma K","18"
"2024/01/14 1:25:18 pm EET","Window","Spud","","","Half margie","10"
"2024/01/14 1:40:55 pm EET","Window","Lekker'izza","","","Mam","8"
"2024/01/14 1:54:43 pm EET","Uber","Margie;Champ;Mushroom Cloud","","","Bar N","17"
"2024/01/14 1:58:09 pm EET","Uber","Margie","","","Sheldon P","10"
"2024/01/14 2:05:51 pm EET","Uber","Vegan Harvest","","","John M","18"
"2024/01/14 2:10:31 pm EET","Uber","Champ","","","Bogosi M","16"
"2024/01/14 2:33:20 pm EET","Window","Lekker'izza","","","Couple","10"
"2024/01/14 3:00:19 pm EET","Uber","Margie","","","Daniel K","10"
"2024/01/14 3:09:23 pm EET","Uber","Champ","Pig n Paradise","","Kate A","12"
"2024/01/14 3:11:56 pm EET","Window","Mish-Mash","Pig n Paradise","","Couple","10"
"2024/01/14 3:25:53 pm EET","Window","Owen;Lekker'izza","","","Girl (1x sprite, 1x coke","10"
"2024/01/14 3:35:20 pm EET","Uber","Spud","","","Daniel R","13"
"2024/01/14 3:41:03 pm EET","Mr Delivery","Pig n Paradise","","","1x Coke","10"
"2024/01/14 3:59:23 pm EET","Uber","Pig n Paradise","","","Vegardt K","14"
"2024/01/14 4:08:42 pm EET","Uber","Margie;Champ;Mushroom Cloud","","","Kim-Leigh F","17"
"2024/01/14 4:24:09 pm EET","Uber","Pig n Paradise","Mish-Mash","","Paul C","10"
"2024/01/14 4:59:18 pm EET","Mr Delivery","Margie;Pig n Paradise","","","MrD","14"
"2024/01/14 5:15:44 pm EET","Uber","Champ;Pig n Paradise;Lekker'izza","","","Kaki J","24"
"2024/01/14 5:25:39 pm EET","Window","Margie","","","Sir","10"
"2024/01/14 5:31:51 pm EET","Window","Champ","Sausage Party","","Couplr","10"
"2024/01/14 5:32:32 pm EET","Uber","Margie","","","Preetika","10"
"2024/01/14 5:33:08 pm EET","Uber","Pig n Paradise","","","Eloise W","12"
"2024/01/14 5:34:20 pm EET","Uber","Margie","Pig n Paradise","","Jonathan B","13"
"2024/01/14 5:36:59 pm EET","Uber","Champ;Vegan Harvest;Mushroom Cloud","","","Craig A","17"
"2024/01/14 5:39:59 pm EET","Window","Build Your Own","Build Your Own","","Caramilised, olives, anchovies - bacon, chorizo & pepperdews","30"
"2024/01/14 5:44:23 pm EET","Uber","Champ","Mish-Mash","","Sias M","12"
"2024/01/14 5:49:16 pm EET","Mr Delivery","Mish-Mash","","","MrD","18"
"2024/01/14 6:05:27 pm EET","Window","Margie","","","PJ","15"
"2024/01/14 6:14:10 pm EET","Window","Sausage Party","","","Sir","14"
"2024/01/14 6:29:05 pm EET","Uber","Pig n Paradise","Pig n Paradise","","Katherine (1 no pineapple)","14"
"2024/01/14 6:32:49 pm EET","Window","Champ;Mushroom Cloud;Lekker'izza","Champ","","Family","16"
"2024/01/14 6:44:22 pm EET","Uber","Margie","","","Huday N","12"
